pc_index,heldout_component_variance,heldout_explained_variance_ratio,heldout_explained_variance_percent,heldout_cumulative_explained_variance_ratio,training_explained_variance_ratio
184,2.5199764,0.00031886649,0.03188665,0.62771916,0.00041243437
185,2.6219983,0.0003317759,0.033177588,0.6280509,0.00041087402
186,2.498271,0.00031612,0.031611998,0.62836707,0.0004091013
187,2.6897976,0.00034035492,0.034035493,0.6287074,0.00040645534
188,2.524074,0.000319385,0.0319385,0.6290268,0.0004049595
189,2.4453158,0.0003094193,0.03094193,0.6293362,0.00040324056
190,2.6560037,0.00033607878,0.033607878,0.6296722,0.00040280374
191,2.5856102,0.0003271715,0.03271715,0.6299994,0.0003991149
192,2.5746818,0.00032578866,0.032578867,0.6303252,0.0003964081
193,2.4493608,0.0003099311,0.030993111,0.63063514,0.0003895213
194,2.4389243,0.00030861053,0.030861054,0.6309438,0.00038821748
195,2.4802568,0.00031384054,0.031384055,0.6312576,0.00038583018
196,2.4397333,0.0003087129,0.030871289,0.6315663,0.00038399157
197,2.412465,0.0003052625,0.03052625,0.6318715,0.00038105782
198,2.426973,0.0003070983,0.03070983,0.6321786,0.00038061434
199,2.5588105,0.00032378038,0.032378037,0.6325024,0.00037853752
200,2.3521612,0.00029763192,0.029763192,0.6328,0.00037789324
201,2.4438646,0.00030923565,0.030923564,0.6331092,0.0003755429
202,2.1353602,0.00027019889,0.027019888,0.6333794,0.00037387002
203,2.1629481,0.00027368974,0.027368974,0.6336531,0.0003718257
204,2.1727033,0.00027492412,0.027492413,0.633928,0.0003707277
205,2.3501587,0.00029737852,0.029737853,0.63422537,0.00036924856
206,2.4286387,0.00030730903,0.030730903,0.6345327,0.00036699444
207,2.2941706,0.00029029406,0.029029407,0.63482296,0.00036615832
208,2.1953065,0.00027778425,0.027778424,0.6351007,0.00036493593
209,2.2405705,0.00028351173,0.028351173,0.63538426,0.00036351298
210,2.2591052,0.00028585704,0.028585704,0.6356701,0.00036106232
211,2.2581615,0.00028573762,0.028573763,0.63595587,0.00035779862
212,2.1704671,0.00027464118,0.027464118,0.6362305,0.0003561036
213,2.2111454,0.00027978842,0.027978843,0.6365103,0.00035475395
214,2.26905,0.00028711537,0.028711537,0.6367974,0.00035133515
215,2.076785,0.00026278707,0.026278706,0.6370602,0.0003499292
216,1.993091,0.0002521968,0.025219679,0.6373124,0.00034839226
217,2.1310482,0.00026965328,0.026965328,0.63758206,0.0003463636
218,2.0816689,0.00026340503,0.026340503,0.63784546,0.00034522827
219,2.2677796,0.00028695466,0.028695466,0.6381324,0.0003443446
220,2.1141078,0.00026750972,0.026750972,0.6383999,0.00034303148
221,2.1965733,0.00027794452,0.027794452,0.63867784,0.0003427398
222,2.0655675,0.00026136765,0.026136765,0.6389392,0.00034091496
223,2.1304822,0.00026958165,0.026958166,0.6392088,0.00033997316
224,2.0928025,0.00026481383,0.026481383,0.6394736,0.00033794023
225,2.002123,0.00025333968,0.025333967,0.63972694,0.0003373099
226,1.95532,0.00024741743,0.024741743,0.63997436,0.00033426034
227,1.9542587,0.0002472831,0.024728311,0.64022166,0.00033396855
228,2.1080709,0.00026674583,0.026674584,0.6404884,0.00033289113
229,2.0035918,0.0002535255,0.02535255,0.6407419,0.00033063526
230,2.129166,0.0002694151,0.026941508,0.6410113,0.000329826
231,1.8464584,0.00023364255,0.023364255,0.64124495,0.0003294176
232,2.2547529,0.0002853063,0.028530631,0.6415303,0.00032845282
233,1.8563751,0.00023489736,0.023489736,0.6417652,0.00032668287
234,2.0729063,0.00026229626,0.026229626,0.6420275,0.00032446763
235,2.1459937,0.0002715444,0.027154442,0.64229906,0.00032267979
236,1.9179944,0.0002426944,0.02426944,0.64254177,0.00032057342
237,1.7304332,0.00021896126,0.021896126,0.64276075,0.00032053012
238,1.6942158,0.00021437845,0.021437844,0.64297515,0.00031756147
239,2.015737,0.0002550623,0.02550623,0.6432302,0.00031740265
240,1.8874027,0.00023882346,0.023882346,0.64346904,0.0003160957
241,1.8826778,0.00023822559,0.023822559,0.6437073,0.00031537891
242,1.8008759,0.00022787476,0.022787476,0.64393514,0.00031447172
243,1.6742954,0.00021185783,0.021185782,0.644147,0.00031289685
244,1.78939,0.00022642137,0.022642137,0.6443734,0.0003121926
245,1.9222257,0.0002432298,0.024322981,0.64461666,0.0003104795
246,1.8112668,0.00022918957,0.022918956,0.64484584,0.00031019057
247,1.5743731,0.0001992141,0.01992141,0.64504504,0.00030872648
248,1.9547037,0.00024733943,0.024733942,0.6452924,0.0003078567
249,1.892233,0.00023943467,0.023943467,0.64553183,0.0003068748
250,1.7078147,0.0002160992,0.021609921,0.64574796,0.0003057387
251,1.6542795,0.0002093251,0.020932509,0.6459573,0.00030401067
252,1.6189878,0.00020485945,0.020485945,0.64616215,0.0003031455
253,1.7025036,0.00021542715,0.021542715,0.64637756,0.00030134156
254,1.7551743,0.00022209187,0.022209186,0.64659965,0.00030103483
255,1.6871836,0.00021348865,0.021348864,0.64681315,0.0002989322
256,1.7266866,0.00021848717,0.021848718,0.64703166,0.0002976402
257,1.8404329,0.0002328801,0.02328801,0.64726454,0.00029676262
258,1.7557193,0.00022216083,0.022216083,0.6474867,0.00029602184
259,1.7432529,0.00022058339,0.022058338,0.6477073,0.0002941319
260,1.5745063,0.00019923096,0.019923095,0.64790654,0.0002937353
261,1.5849309,0.00020055004,0.020055003,0.6481071,0.00029300328
262,1.5194567,0.00019226523,0.019226523,0.6482994,0.00029194276
263,1.5682001,0.000198433,0.0198433,0.6484978,0.00029149582
264,1.6654551,0.0002107392,0.02107392,0.6487086,0.00028951492
265,1.6447006,0.00020811304,0.020811304,0.6489167,0.00028857513
266,1.70378,0.00021558868,0.021558868,0.6491323,0.00028779436
267,1.6932566,0.00021425709,0.02142571,0.6493466,0.0002868355
268,1.5668414,0.00019826107,0.019826107,0.64954484,0.00028645011
269,1.5991346,0.0002023473,0.02023473,0.6497472,0.00028584027
270,1.8297586,0.00023152944,0.023152944,0.6499787,0.00028498133
271,1.7595845,0.00022264992,0.022264993,0.6502013,0.0002844674
272,1.632196,0.00020653075,0.020653075,0.65040785,0.0002829309
273,1.50322,0.0001902107,0.01902107,0.65059805,0.00028242255
274,1.6272825,0.00020590902,0.020590901,0.650804,0.00028197977
275,1.3809407,0.00017473803,0.017473804,0.65097874,0.0002811031
276,1.5739129,0.00019915587,0.019915586,0.6511779,0.0002793771
277,1.6136707,0.00020418664,0.020418664,0.6513821,0.00027801
278,1.6298113,0.000206229,0.0206229,0.6515883,0.00027653642
279,1.389089,0.00017576908,0.017576907,0.6517641,0.00027553097
280,1.5069001,0.00019067636,0.019067636,0.65195477,0.00027516574
281,1.4782307,0.00018704867,0.018704867,0.6521418,0.00027438198
282,1.4506009,0.00018355252,0.018355252,0.6523254,0.00027389132
283,1.3892666,0.00017579156,0.017579157,0.65250117,0.00027286
284,1.5626638,0.00019773246,0.019773245,0.6526989,0.00027266826
285,1.4052153,0.00017780963,0.017780963,0.6528767,0.0002716289
286,1.4030278,0.00017753283,0.017753283,0.65305424,0.00027096242
287,1.5898565,0.0002011733,0.02011733,0.6532554,0.00027042077
288,1.4721303,0.00018627675,0.018627675,0.65344167,0.0002700303
289,1.2761762,0.00016148161,0.016148161,0.65360314,0.00026917882
290,1.3851128,0.00017526594,0.017526595,0.6537784,0.00026809875
291,1.5302022,0.0001936249,0.01936249,0.65397197,0.0002676346
292,1.5113609,0.00019124082,0.019124081,0.6541632,0.00026716306
293,1.4797983,0.00018724703,0.018724702,0.6543504,0.0002662941
294,1.3813721,0.00017479263,0.017479263,0.6545252,0.00026585415
295,1.4381166,0.0001819728,0.018197281,0.6547072,0.00026474035
296,1.446379,0.0001830183,0.01830183,0.65489024,0.00026434855
297,1.4387063,0.00018204743,0.018204743,0.6550723,0.00026346048
298,1.4374017,0.00018188235,0.018188234,0.6552541,0.00026208
299,1.3320311,0.00016854923,0.016854923,0.6554227,0.00026159876
300,1.4441835,0.00018274049,0.018274048,0.65560544,0.00026139943
301,1.4262602,0.00018047256,0.018047256,0.6557859,0.00026063054
302,1.4461983,0.00018299544,0.018299544,0.6559689,0.00025919167
303,1.447818,0.00018320039,0.018320039,0.6561521,0.00025798744
304,1.3618562,0.00017232317,0.017232317,0.65632445,0.0002576649
305,1.3511827,0.00017097259,0.017097259,0.6564954,0.0002565661
306,1.4364408,0.00018176077,0.018176077,0.6566771,0.0002561758
307,1.4599003,0.00018472923,0.018472923,0.65686184,0.00025537243
308,1.3530095,0.00017120375,0.017120374,0.657033,0.00025507054
309,1.3386854,0.00016939123,0.016939124,0.6572024,0.00025411314
310,1.3386406,0.00016938557,0.016938558,0.6573718,0.0002538257
311,1.3600667,0.00017209673,0.017209673,0.6575439,0.000253091
312,1.2918191,0.000163461,0.016346099,0.65770733,0.00025239994
313,1.3154047,0.0001664454,0.016644541,0.65787375,0.00025227148
314,1.267284,0.00016035643,0.016035642,0.6580341,0.0002515523
315,1.3127584,0.00016611056,0.016611056,0.6582002,0.00025105977
316,1.2994008,0.00016442034,0.016442034,0.65836465,0.0002503049
317,1.3760122,0.00017411441,0.01741144,0.65853876,0.0002498033
318,1.2823234,0.00016225944,0.016225945,0.658701,0.00024919177
319,1.2142161,0.00015364145,0.015364145,0.65885466,0.00024877116
320,1.3365055,0.0001691154,0.01691154,0.65902376,0.0002479068
321,1.2139329,0.00015360561,0.015360561,0.65917736,0.00024696713
322,1.4425421,0.00018253279,0.01825328,0.6593599,0.00024689536
323,1.3348897,0.00016891095,0.016891096,0.6595288,0.00024634547
324,1.276197,0.00016148423,0.016148424,0.65969026,0.00024587166
325,1.3257521,0.00016775473,0.016775472,0.659858,0.00024534552
326,1.2736386,0.00016116051,0.016116051,0.66001916,0.0002448577
327,1.2344087,0.00015619653,0.015619653,0.6601754,0.00024451752
328,1.3153876,0.00016644323,0.016644323,0.6603418,0.00024341293
329,1.2837675,0.00016244217,0.016244218,0.6605042,0.00024306834
330,1.3352093,0.00016895139,0.01689514,0.6606732,0.000242612
331,1.3314695,0.00016847817,0.016847817,0.6608417,0.00024229719
332,1.2835991,0.00016242087,0.016242087,0.6610041,0.00024218908
333,1.3384567,0.0001693623,0.016936231,0.66117346,0.00024180024
334,1.2649313,0.00016005873,0.016005874,0.6613335,0.00024076476
335,1.2183102,0.00015415951,0.015415952,0.66148764,0.0002402583
336,1.2314805,0.00015582601,0.015582602,0.66164345,0.00024023805
337,1.2516041,0.00015837236,0.015837237,0.6618018,0.00023950514
338,1.2806993,0.00016205393,0.016205393,0.6619639,0.00023897948
339,1.3178796,0.00016675856,0.016675856,0.66213065,0.00023888676
340,1.2172451,0.00015402473,0.0154024735,0.6622847,0.00023821768
341,1.256142,0.00015894657,0.015894657,0.66244364,0.00023784408
342,1.2496654,0.00015812705,0.015812704,0.66260177,0.00023739795
343,1.1833963,0.00014974165,0.014974166,0.6627515,0.00023687424
344,1.1549548,0.00014614279,0.014614278,0.66289765,0.00023649452
345,1.3194993,0.00016696351,0.01669635,0.6630646,0.00023596606
346,1.213512,0.00015355235,0.015355235,0.66321814,0.00023534732
347,1.2095022,0.00015304498,0.015304498,0.6633712,0.00023470439
348,1.069594,0.00013534163,0.013534163,0.66350657,0.00023439663
349,1.2116662,0.0001533188,0.01533188,0.6636599,0.00023340799
350,1.1769615,0.00014892743,0.014892743,0.6638088,0.00023319323
351,1.1964895,0.0001513984,0.015139841,0.6639602,0.00023303763
352,1.2214577,0.00015455777,0.015455777,0.6641148,0.00023257505
353,1.174399,0.00014860318,0.014860318,0.66426337,0.00023191328
354,1.2512879,0.00015833236,0.015833236,0.6644217,0.00023122934
355,1.2268972,0.00015524607,0.015524607,0.66457695,0.00023097699
356,1.1512147,0.00014566955,0.014566954,0.6647226,0.0002307156
357,1.1817305,0.00014953087,0.014953087,0.66487217,0.00023039085
358,1.1868148,0.00015017421,0.015017421,0.6650224,0.00023017032
359,1.1396657,0.00014420818,0.014420819,0.66516656,0.00022947819
360,1.1563586,0.00014632042,0.0146320425,0.6653129,0.00022894284
361,1.2259412,0.00015512509,0.015512509,0.66546804,0.00022850279
362,1.211388,0.0001532836,0.015328361,0.66562134,0.00022816566
363,1.2023627,0.00015214157,0.015214157,0.6657735,0.00022776946
364,1.151356,0.00014568742,0.014568741,0.6659192,0.0002275272
365,1.103589,0.0001396432,0.0139643205,0.66605884,0.00022736801
366,1.1619637,0.00014702967,0.014702967,0.6662059,0.00022627013
367,1.1521046,0.00014578215,0.014578215,0.6663517,0.00022597499
368,1.2095844,0.00015305537,0.015305537,0.66650474,0.00022566372
369,1.1507683,0.00014561306,0.014561306,0.66665035,0.00022521683
370,1.0816603,0.00013686843,0.013686843,0.6667872,0.00022496359
371,1.1519549,0.0001457632,0.014576321,0.666933,0.00022456105
372,1.1062049,0.0001399742,0.013997421,0.66707295,0.00022429015
373,1.1375041,0.00014393467,0.0143934665,0.6672169,0.00022363181
374,1.2081869,0.00015287854,0.015287854,0.6673698,0.00022348131
375,1.1488769,0.00014537372,0.014537372,0.66751516,0.00022319109
376,1.1760637,0.00014881381,0.014881381,0.667664,0.0002226114
377,1.0587132,0.00013396482,0.013396481,0.667798,0.00022208325
378,1.1646702,0.00014737213,0.014737213,0.6679453,0.00022183133
379,1.1615577,0.00014697829,0.014697828,0.6680923,0.00022134765
380,1.1468122,0.00014511247,0.014511247,0.66823745,0.00022107371
381,1.0470097,0.00013248391,0.013248391,0.66836995,0.0002207445
382,1.2028894,0.00015220823,0.015220823,0.6685222,0.00022031058
383,1.1666068,0.00014761719,0.014761719,0.6686698,0.00022000699
384,0.9996435,0.0001264904,0.01264904,0.6687963,0.00021973376
385,1.0665896,0.00013496146,0.013496147,0.66893125,0.00021924934
386,1.1478628,0.0001452454,0.01452454,0.6690765,0.00021891022
387,1.1704895,0.00014810849,0.014810849,0.6692246,0.000218615
388,1.1146611,0.0001410442,0.01410442,0.66936564,0.0002184821
389,1.1287922,0.00014283229,0.014283229,0.66950846,0.00021774463
390,1.0255256,0.0001297654,0.012976539,0.6696382,0.00021762376
391,1.0929304,0.0001382945,0.01382945,0.6697765,0.00021730186
392,1.1629628,0.00014715608,0.014715608,0.66992366,0.00021684992
393,1.1034974,0.00013963161,0.013963161,0.6700633,0.00021633142
394,1.1047332,0.00013978798,0.013978798,0.6702031,0.00021587628
395,1.1453526,0.00014492778,0.014492778,0.670348,0.00021539385
396,1.1116562,0.00014066398,0.014066398,0.67048866,0.00021509801
397,1.1014457,0.00013937199,0.013937199,0.670628,0.00021498906
398,1.1063409,0.0001399914,0.01399914,0.670768,0.00021472816
399,1.0869088,0.00013753257,0.013753257,0.67090553,0.00021401144
400,1.0555781,0.00013356812,0.013356811,0.6710391,0.00021368047
401,1.0118413,0.00012803385,0.012803385,0.67116714,0.00021349816
402,1.0515325,0.00013305621,0.013305621,0.6713002,0.00021310571
403,1.0622422,0.00013441136,0.013441135,0.6714346,0.00021282799
404,1.1419342,0.00014449522,0.014449522,0.67157906,0.00021266195
405,1.053432,0.00013329655,0.013329655,0.67171234,0.00021216282
406,1.0893952,0.00013784718,0.013784718,0.6718502,0.00021161504
407,0.98786014,0.00012499938,0.012499938,0.6719752,0.0002115109
408,1.058213,0.00013390151,0.013390152,0.67210907,0.00021149048
409,1.0251416,0.00012971682,0.0129716825,0.67223877,0.00021126444
410,1.0592741,0.00013403578,0.013403579,0.6723728,0.00021037816
411,1.0456307,0.00013230942,0.013230942,0.67250514,0.00021022322
412,1.0912197,0.00013807803,0.013807803,0.67264324,0.00021002248
413,1.0858358,0.00013739678,0.013739678,0.67278063,0.00020958588
414,1.0530579,0.00013324922,0.013324923,0.6729139,0.0002093835
